Date,Open,High,Low,Close,Adj Close,Volume,,,Max,,Open,High,Low,Close,,,Close,Error,,Close,Error,,Close,Error,,Close,Error
15-02-2017,29.73,29.77,29.35,29.59,29.59,807100,,,33.150002,,0.896832525,0.898039162,0.885369479,0.892609298,,,0.89481376,2.20E-05,,0.90109993,8.49E-05,,0.89514352,2.53E-05,,0.89333533,7.26E-06
16-02-2017,29.530001,29.85,29.25,29.5,29.5,847000,,,33.150002,,0.890799373,0.900452434,0.882352888,0.889894366,,,0.89235452,2.46E-05,,0.89575187,5.86E-05,,0.89589029,6.00E-05,,0.89450911,4.61E-05
17-02-2017,29.43,29.629999,29.200001,29.51,29.51,715000,,,33.150002,,0.887782752,0.893815904,0.880844623,0.890196025,,,0.89378292,3.59E-05,,0.89708735,6.89E-05,,0.89411619,3.92E-05,,0.89205482,1.86E-05
21-02-2017,29.68,29.93,29.5,29.59,29.59,3813700,,,33.150002,,0.89532423,0.902865707,0.889894366,0.892609298,,,0.89294446,3.35E-06,,0.89728786,4.68E-05,,0.89695719,4.35E-05,,0.89610165,3.49E-05
22-02-2017,29.950001,31.139999,29.434999,31.01,31.01,3809300,,,33.150002,,0.903469056,0.939366429,0.887933551,0.935444891,,,0.88228635,0.000531585,,0.88350772,0.000519372,,0.90577957,0.000296653,,0.90800703,0.000274379
23-02-2017,31.5,32.18,31.389999,31.870001,31.870001,1620600,,,33.150002,,0.950226187,0.970739006,0.946907907,0.961387604,,,0.88522702,0.000761606,,0.89711432,0.000642733,,0.91462544,0.000467622,,0.91995375,0.000414339
24-02-2017,31.360001,32.105,31.16,31.98,31.98,1037200,,,33.150002,,0.94600299,0.968476563,0.939969777,0.964705824,,,0.88472817,0.000799777,,0.89578463,0.000689212,,0.91397464,0.000507312,,0.91899864,0.000457072
27-02-2017,32.07,32.360001,31.9,32.360001,32.360001,1017100,,,33.150002,,0.967420756,0.9761689,0.962292551,0.9761689,,,0.88824094,0.00087928,,0.90524645,0.000709225,,0.91526639,0.000609025,,0.92077957,0.000553893
28-02-2017,32.360001,32.564999,31.99,32.200001,32.200001,986000,,,33.150002,,0.9761689,0.982352852,0.965007483,0.971342355,,,0.88840954,0.000829328,,0.90783826,0.000635041,,0.91602519,0.000553172,,0.92151154,0.000498308
1/3/2017,32.830002,33.150002,32.724998,32.810001,32.810001,924500,,,33.150002,,0.990346909,1,0.987179367,0.98974356,,,0.88636724,0.001033763,,0.90682546,0.000829181,,0.92007782,0.000696657,,0.92701663,0.000627269
2/3/2017,32.869999,32.869999,32.110001,32.18,32.18,853100,,,33.15,,0.991553514,0.991553514,0.968627481,0.970739065,,,0.88926846,0.000814706,,0.91310422,0.000576348,,0.91676064,0.000539784,,0.92196002,0.00048779
3/3/2017,32.299999,32.52,32.029999,32.360001,32.360001,822800,,,33.15,,0.974358944,0.980995475,0.966214148,0.976168959,,,0.88844791,0.00087721,,0.90721708,0.000689519,,0.91596206,0.000602069,,0.92156362,0.000546053
6/3/2017,32.209999,32.34,31.91,32.080002,32.080002,673700,,,33.15,,0.971644012,0.975565611,0.962594268,0.967722534,,,0.8895743,0.000781482,,0.90836301,0.000593595,,0.91467078,0.000530518,,0.91987842,0.000478441
7/3/2017,31.860001,32.200001,31.67,31.82,31.82,589800,,,33.15,,0.961086003,0.971342413,0.955354449,0.959879336,,,0.88811049,0.000717688,,0.90387566,0.000560037,,0.91427645,0.000456029,,0.91945603,0.000404233
8/3/2017,31.879999,31.879999,31.48,31.52,31.52,630300,,,33.15,,0.961689261,0.961689261,0.949622926,0.950829563,,,0.89152838,0.000593012,,0.90948777,0.000413418,,0.91137394,0.000394556,,0.91546372,0.000353658
9/3/2017,31.530001,31.610001,30.860001,30.889999,30.889999,797500,,,33.15,,0.951131252,0.953544525,0.93092009,0.931825008,,,0.89111697,0.00040708,,0.90776746,0.000240575,,0.90908303,0.00022742,,0.91204166,0.000197833
10/3/2017,31.030001,31.309999,30.92,31.280001,31.280001,680000,,,33.15,,0.936048296,0.944494691,0.932730015,0.943589774,,,0.89040945,0.000531803,,0.9018782,0.000417116,,0.90830194,0.000352878,,0.91169629,0.000318935
13-03-2017,31.120001,31.620001,31.120001,31.440001,31.440001,562800,,,33.15,,0.938763228,0.953846184,0.938763228,0.94841632,,,0.88799752,0.000604188,,0.89848297,0.000499334,,0.91088487,0.000375315,,0.9152247,0.000331916
14-03-2017,31.120001,31.440001,30.66,31.17,31.17,642500,,,33.15,,0.938763228,0.94841632,0.924886878,0.940271493,,,0.8895169,0.000507546,,0.90233142,0.000379401,,0.90849515,0.000317763,,0.91150883,0.000287627
15-03-2017,31.280001,31.65,31.145,31.49,31.49,796300,,,33.15,,0.943589774,0.954751131,0.939517345,0.949924585,,,0.88896597,0.000609586,,0.90139555,0.00048529,,0.91072803,0.000391966,,0.91487191,0.000350527
16-03-2017,31.700001,31.809999,31.33,31.34,31.34,798600,,,33.15,,0.956259457,0.959577647,0.945098039,0.945399698,,,0.8907326,0.000546671,,0.90724579,0.000381539,,0.9111012,0.000342985,,0.91511386,0.000302858
17-03-2017,31.34,31.5,31.215,31.370001,31.370001,1215900,,,33.15,,0.945399698,0.950226244,0.941628959,0.946304706,,,0.89108908,0.000552156,,0.90480361,0.000415011,,0.90954221,0.000367625,,0.91335898,0.000329457
20-03-2017,31.389999,31.514999,31.110001,31.24,31.24,837500,,,33.15,,0.946907964,0.950678703,0.938461569,0.942383107,,,0.89123421,0.000511489,,0.90582531,0.000365578,,0.9092881,0.00033095,,0.91282706,0.00029556
21-03-2017,31.459999,31.549999,30.23,30.25,30.25,625700,,,33.15,,0.949019578,0.95173451,0.911915535,0.912518854,,,0.89064987,0.00021869,,0.9085308,3.99E-05,,0.90746103,5.06E-05,,0.90911901,3.40E-05
22-03-2017,30.370001,30.459999,30.08,30.1,30.1,987800,,,33.15,,0.916138793,0.918853665,0.907390649,0.907993967,,,0.89338351,0.000146105,,0.90273504,5.26E-05,,0.90128457,6.71E-05,,0.90198504,6.01E-05
23-03-2017,30.129999,30.26,29.950001,30.040001,30.040001,784900,,,33.15,,0.908898914,0.912820513,0.90346911,0.906184042,,,0.89346724,0.000127168,,0.90097536,5.21E-05,,0.89989442,6.29E-05,,0.90019209,5.99E-05
24-03-2017,30.15,30.200001,29.4,29.41,29.41,1074200,,,33.15,,0.909502262,0.911010588,0.886877828,0.887179487,,,0.89370295,6.52E-05,,0.90337931,0.000161998,,0.89795605,0.000107766,,0.89683403,9.65E-05
27-03-2017,29.030001,29.809999,28.780001,29.76,29.76,962300,,,33.15,,0.875716471,0.899245822,0.868174992,0.897737557,,,0.88838708,9.35E-05,,0.88589691,0.000118406,,0.89491515,2.82E-05,,0.89329708,4.44E-05
28-03-2017,29.690001,30.02,29.559999,29.9,29.9,716900,,,33.15,,0.895625973,0.905580694,0.891704344,0.901960784,,,0.89215505,9.81E-05,,0.89597355,5.99E-05,,0.89782996,4.13E-05,,0.89737542,4.59E-05
29-03-2017,29.84,30,29.725,29.940001,29.940001,451900,,,33.15,,0.90015083,0.904977376,0.89668175,0.903167451,,,0.89368363,9.48E-05,,0.89921612,3.95E-05,,0.89781565,5.35E-05,,0.89737313,5.79E-05
30-03-2017,29.879999,30.33,29.879999,30.27,30.27,312200,,,33.15,,0.901357436,0.914932127,0.901357436,0.913122172,,,0.89073197,0.000223902,,0.89458001,0.000185422,,0.9007983,0.000123239,,0.90162712,0.000114951
31-03-2017,30.48,30.690001,30.283001,30.66,30.66,527600,,,33.15,,0.919457014,0.925791885,0.913514359,0.924886878,,,0.89204077,0.000328461,,0.90114093,0.000237459,,0.90336132,0.000215256,,0.90492854,0.000199583
3/4/2017,30.690001,30.82,30.07,30.25,30.25,650600,,,33.15,,0.925791885,0.929713424,0.907088989,0.912518854,,,0.89212554,0.000203933,,0.90400417,8.51E-05,,0.90337398,9.14E-05,,0.90443244,8.09E-05
4/4/2017,30.18,30.35,29.92,30.02,30.02,471300,,,33.15,,0.91040724,0.915535445,0.902564103,0.905580694,,,0.89289687,0.000126838,,0.9007254,4.86E-05,,0.9004364,5.14E-05,,0.90084493,4.74E-05
5/4/2017,30.16,30.290001,29.424999,29.469999,29.469999,531700,,,33.15,,0.909803922,0.91372552,0.887631946,0.888989412,,,0.89288061,3.89E-05,,0.90219991,0.000132105,,0.89873471,9.75E-05,,0.8979355,8.95E-05
6/4/2017,29.5,29.790001,29.35,29.639999,29.639999,465400,,,33.15,,0.889894419,0.898642564,0.885369532,0.894117617,,,0.89283967,1.28E-05,,0.89582953,1.71E-05,,0.89572674,1.61E-05,,0.89441167,2.94E-06
7/4/2017,29.58,29.98,29.385,29.780001,29.780001,576000,,,33.15,,0.892307692,0.904374057,0.886425339,0.898340905,,,0.89153958,6.80E-05,,0.89452675,3.81E-05,,0.89722888,1.11E-05,,0.89647594,1.86E-05
10/4/2017,29.799999,30.059999,29.73,29.91,29.91,422900,,,33.15,,0.898944163,0.9067873,0.896832579,0.902262443,,,0.89276239,9.50E-05,,0.89741059,4.85E-05,,0.89839628,3.87E-05,,0.89822759,4.03E-05
11/4/2017,29.77,30.004999,29.58,29.969999,29.969999,378500,,,33.15,,0.898039216,0.905128175,0.892307692,0.904072368,,,0.8929489,0.000111235,,0.89791972,6.15E-05,,0.89761184,6.46E-05,,0.89700447,7.07E-05
12/4/2017,29.879999,29.879999,28.9,29.120001,29.120001,539500,,,33.15,,0.901357436,0.901357436,0.871794872,0.878431403,,,0.89438625,0.000159548,,0.90345158,0.000250202,,0.89454657,0.000161152,,0.89180354,0.000133721
13-04-2017,29.01,29.32,28.73,28.76,28.76,684300,,,33.15,,0.875113122,0.884464555,0.866666667,0.867571644,,,0.89321431,0.000256427,,0.89356573,0.000259941,,0.89081532,0.000232437,,0.88733868,0.00019767
17-04-2017,28.93,29.190001,28.799999,29,29,528600,,,33.15,,0.872699849,0.880543017,0.86877825,0.874811463,,,0.89399293,0.000191815,,0.89368502,0.000188736,,0.89004418,0.000152327,,0.88636674,0.000115553
18-04-2017,28.91,29.049999,28.629999,28.719999,28.719999,476000,,,33.15,,0.872096531,0.876319729,0.863650045,0.866364977,,,0.89506798,0.00028703,,0.89574664,0.000293817,,0.88838687,0.000220219,,0.88382512,0.000174601
19-04-2017,28.860001,29.379999,28.75,29.26,29.26,1284300,,,33.15,,0.870588265,0.88627448,0.867269985,0.8826546,,,0.89146631,8.81E-05,,0.88913313,6.48E-05,,0.89154022,8.89E-05,,0.88857787,5.92E-05
20-04-2017,29.389999,30.049999,29.389999,29.9,29.9,597500,,,33.15,,0.886576139,0.906485641,0.886576139,0.901960784,,,0.88933588,0.000126249,,0.88902873,0.000129321,,0.8981013,3.86E-05,,0.89792171,4.04E-05
21-04-2017,29.85,29.889999,29.379999,29.559999,29.559999,551700,,,33.15,,0.900452489,0.901659095,0.88627448,0.891704344,,,0.89454305,2.84E-05,,0.90177197,0.000100676,,0.8959795,4.28E-05,,0.89440746,2.70E-05
24-04-2017,30.07,30.309999,29.780001,29.889999,29.889999,335700,,,33.15,,0.907088989,0.914328778,0.898340905,0.901659095,,,0.89232293,9.34E-05,,0.89927471,2.38E-05,,0.8999977,1.66E-05,,0.90020274,1.46E-05
25-04-2017,30.1,30.440001,29.959999,30.4,30.4,1062400,,,33.15,,0.907993967,0.918250407,0.903770709,0.917043741,,,0.89137994,0.000256638,,0.89752424,0.000195195,,0.90143357,0.000156102,,0.90234774,0.00014696
26-04-2017,30.379999,30.395,30.059999,30.110001,30.110001,496100,,,33.15,,0.916440392,0.916892911,0.9067873,0.908295656,,,0.89411214,0.000141835,,0.90395267,4.34E-05,,0.90068357,7.61E-05,,0.90112985,7.17E-05
27-04-2017,30.09,30.200001,29.74,29.83,29.83,398500,,,33.15,,0.907692308,0.911010588,0.897134238,0.89984917,,,0.89357335,6.28E-05,,0.90146031,1.61E-05,,0.89896065,8.89E-06,,0.8987017,1.15E-05
28-04-2017,29.9,30.18,29.690001,29.85,29.85,573600,,,33.15,,0.901960784,0.91040724,0.895625973,0.900452489,,,0.89226018,8.19E-05,,0.89779921,2.65E-05,,0.89906526,1.39E-05,,0.89900333,1.45E-05
1/5/2017,30.01,30.375,29.85,30.139999,30.139999,1610200,,,33.15,,0.905279035,0.916289593,0.900452489,0.909200573,,,0.89124936,0.000179512,,0.89680946,0.000123911,,0.90082233,8.38E-05,,0.9014854,7.72E-05
2/5/2017,30.18,30.690001,29.99,30.58,30.58,957000,,,33.15,,0.91040724,0.925791885,0.904675716,0.922473605,,,0.88942108,0.000330525,,0.89524149,0.000272321,,0.90331983,0.000191538,,0.90487129,0.000176023
3/5/2017,30.48,30.889999,30.27,30.5,30.5,1050900,,,33.15,,0.919457014,0.931825008,0.913122172,0.920060332,,,0.88993587,0.000301245,,0.89805237,0.00022008,,0.90491277,0.000151476,,0.90700596,0.000130544
4/5/2017,30.59,30.76,30.26,30.370001,30.370001,977000,,,33.15,,0.922775264,0.927903469,0.912820513,0.916138793,,,0.89214715,0.000239916,,0.90243907,0.000136997,,0.90359559,0.000125432,,0.90509105,0.000110477
5/5/2017,30.34,32.525002,30.280001,32.43,32.43,2341600,,,33.15,,0.915233786,0.981146365,0.913423861,0.978280543,,,0.87104306,0.001072375,,0.86473877,0.001135418,,0.91707435,0.000612062,,0.92346441,0.000548161
8/5/2017,32.419998,32.419998,31.26,31.360001,31.360001,951100,,,33.15,,0.977978824,0.977978824,0.942986425,0.946003047,,,0.88986369,0.000561394,,0.9126744,0.000333286,,0.9133332,0.000326698,,0.91694282,0.000290602
9/5/2017,31.57,31.745001,31.24,31.440001,31.440001,710400,,,33.15,,0.952337858,0.957616923,0.942383107,0.94841632,,,0.89032419,0.000580921,,0.90577249,0.000426438,,0.91081212,0.000376042,,0.91477013,0.000336462
10/5/2017,31.469999,31.6,31.24,31.43,31.43,677600,,,33.15,,0.949321237,0.953242836,0.942383107,0.94811463,,,0.89107369,0.000570409,,0.9059083,0.000422063,,0.90998691,0.000381277,,0.91382074,0.000342939
11/5/2017,31.24,31.75,30.370001,31.709999,31.709999,1427600,,,33.15,,0.942383107,0.957767722,0.916138793,0.956561056,,,0.88691592,0.000696451,,0.90069102,0.0005587,,0.90992671,0.000466343,,0.91288313,0.000436779
12/5/2017,31.559999,31.780001,31.209999,31.48,31.48,810700,,,33.15,,0.952036169,0.95867273,0.9414781,0.949622926,,,0.88984867,0.000597743,,0.90510434,0.000445186,,0.91105117,0.000385718,,0.91504948,0.000345734
15-05-2017,31.73,32.169998,31.370001,31.42,31.42,1612000,,,33.15,,0.957164404,0.970437345,0.946304706,0.947812971,,,0.887157,0.00060656,,0.90229136,0.000455216,,0.9138482,0.000339648,,0.91865893,0.00029154
16-05-2017,31.43,31.799999,30.9,31.16,31.16,1098600,,,33.15,,0.94811463,0.959275988,0.932126697,0.939969834,,,0.8883473,0.000516225,,0.90277289,0.000371969,,0.91093511,0.000290347,,0.91464084,0.00025329
17-05-2017,30.959999,31.122999,30.41,30.41,30.41,732000,,,33.15,,0.933936621,0.938853665,0.9173454,0.9173454,,,0.8913784,0.00025967,,0.90434439,0.00013001,,0.90587735,0.000114681,,0.90790465,9.44E-05
18-05-2017,30.23,30.82,29.900999,30.66,30.66,855000,,,33.15,,0.911915535,0.929713424,0.90199092,0.924886878,,,0.8883632,0.000365237,,0.89444968,0.000304372,,0.904013,0.000208739,,0.90566318,0.000192237
19-05-2017,30.76,31.215,30.709999,30.98,30.98,794600,,,33.15,,0.927903469,0.941628959,0.926395143,0.93453997,,,0.88910491,0.000454351,,0.89803108,0.000365089,,0.90779792,0.000267421,,0.91107005,0.000234699
22-05-2017,31.15,31.209,30.450001,30.6,30.6,682700,,,33.15,,0.939668175,0.941447964,0.918552066,0.923076923,,,0.89199783,0.000310791,,0.9068591,0.000162178,,0.90612878,0.000169481,,0.90805715,0.000150198
23-05-2017,30.690001,31.17,30.690001,31.07,31.07,465000,,,33.15,,0.925791885,0.940271493,0.925791885,0.937254902,,,0.88901168,0.000482432,,0.89726209,0.000399928,,0.90757695,0.00029678,,0.91083075,0.000264242
24-05-2017,31.120001,31.49,31.120001,31.34,31.34,537300,,,33.15,,0.938763228,0.949924585,0.938763228,0.945399698,,,0.88938282,0.000560169,,0.90054726,0.000448524,,0.90988846,0.000355112,,0.91392855,0.000314711
25-05-2017,31.450001,31.57,30.93,31.120001,31.120001,496600,,,33.15,,0.948717979,0.952337858,0.933031674,0.938763228,,,0.89097126,0.00047792,,0.90660266,0.000321606,,0.90915758,0.000296056,,0.91233619,0.00026427
26-05-2017,31.07,31.23,30.834999,31.18,31.18,304500,,,33.15,,0.937254902,0.942081448,0.930165882,0.940573152,,,0.89149214,0.00049081,,0.90411848,0.000364547,,0.90737655,0.000331966,,0.91032263,0.000302505
30-05-2017,31,31.129999,30.42,30.690001,30.690001,461800,,,33.15,,0.935143288,0.939064827,0.917647059,0.925791885,,,0.89162666,0.000341652,,0.90504124,0.000207506,,0.90584784,0.00019944,,0.90782929,0.000179626
31-05-2017,30.68,30.780001,30.129999,30.42,30.42,695800,,,33.15,,0.925490196,0.928506817,0.908898914,0.917647059,,,0.89251924,0.000251278,,0.90427325,0.000133738,,0.90322088,0.000144262,,0.90431387,0.000133332
1/6/2017,30.629999,31.23,30.469999,31.209999,31.209999,453700,,,33.15,,0.92398187,0.942081448,0.919155324,0.9414781,,,0.88770509,0.00053773,,0.89545666,0.000460214,,0.90767484,0.000338033,,0.91077033,0.000307078
2/6/2017,31.34,31.77,31.16,31.190001,31.190001,477800,,,33.15,,0.945399698,0.958371041,0.939969834,0.940874842,,,0.88817327,0.000527016,,0.90075753,0.000401173,,0.9115096,0.000293652,,0.91583542,0.000250394
5/6/2017,31.190001,31.280001,30.620001,30.639999,30.639999,481100,,,33.15,,0.940874842,0.943589774,0.923680271,0.924283529,,,0.89171724,0.000325663,,0.90627525,0.000180083,,0.90695747,0.000173261,,0.90933778,0.000149457
6/6/2017,30.559999,30.76,30.09,30.549999,30.549999,476000,,,33.15,,0.921870256,0.927903469,0.907692308,0.921568597,,,0.89175623,0.000298124,,0.90215981,0.000194088,,0.90326313,0.000183055,,0.90446522,0.000171034
7/6/2017,30.549999,31.129999,30.5,30.98,30.98,935700,,,33.15,,0.921568597,0.939064827,0.920060332,0.93453997,,,0.88816078,0.000463792,,0.89523232,0.000393077,,0.90716061,0.000273794,,0.91020957,0.000243304
8/6/2017,30.959999,31.42,30.860001,31.309999,31.309999,736000,,,33.15,,0.933936621,0.947812971,0.93092009,0.944494691,,,0.88863978,0.000558549,,0.89878466,0.0004571,,0.90920743,0.000352873,,0.91288819,0.000316065
9/6/2017,31.379999,31.610001,30.860001,31.16,31.16,811100,,,33.15,,0.946606305,0.953544525,0.93092009,0.939969834,,,0.88993802,0.000500318,,0.90472241,0.000352474,,0.90952545,0.000304444,,0.91280777,0.000271621
12/6/2017,31.200001,31.370001,30.809999,30.809999,30.809999,1116100,,,33.15,,0.941176501,0.946304706,0.929411735,0.929411735,,,0.8910157,0.00038396,,0.9047421,0.000246696,,0.90805668,0.000213551,,0.91103208,0.000183797
13-06-2017,30.85,31.15,30.52,30.57,30.57,613000,,,33.15,,0.930618401,0.939668175,0.92066365,0.922171946,,,0.89033143,0.000318405,,0.90140264,0.000207693,,0.90663004,0.000155419,,0.90918127,0.000129907
14-06-2017,30.59,30.77,30.07,30.43,30.43,683000,,,33.15,,0.922775264,0.928205128,0.907088989,0.917948718,,,0.89186726,0.000260815,,0.90267787,0.000152708,,0.90322199,0.000147267,,0.90434858,0.000136001
15-06-2017,30.120001,30.35,29.48,29.66,29.66,1016200,,,33.15,,0.908597315,0.915535445,0.889291101,0.894720965,,,0.89200578,2.72E-05,,0.90033933,5.62E-05,,0.89944753,4.73E-05,,0.89904022,4.32E-05
16-06-2017,29.4,29.790001,29.120001,29.35,29.35,825400,,,33.15,,0.886877828,0.898642564,0.878431403,0.885369532,,,0.89183145,6.46E-05,,0.89407332,8.70E-05,,0.89525026,9.88E-05,,0.89362321,8.25E-05
19-06-2017,29.43,30.26,29.43,30.15,30.15,618400,,,33.15,,0.887782805,0.912820513,0.887782805,0.909502262,,,0.88749264,0.000220096,,0.88632612,0.000231761,,0.89980528,9.70E-05,,0.90031118,9.19E-05
20-06-2017,30.030001,30.08,29.799999,30.01,30.01,997400,,,33.15,,0.905882383,0.907390649,0.898944163,0.905279035,,,0.89440045,0.000108786,,0.90188603,3.39E-05,,0.89826459,7.01E-05,,0.89787768,7.40E-05
