0.860633514,0.874208145,0.857013575,0.866364977
0.86877825,0.86877825,0.846455475,0.850980362
0.84826549,0.85188537,0.830467602,0.834992459
0.839517345,0.839517345,0.825641056,0.829260935
0.825942655,0.828657587,0.820814449,0.825339397
0.82745098,0.84494721,0.824434389,0.844042232
0.838612338,0.867873303,0.837707391,0.862745098
0.86877825,0.86877825,0.842232278,0.860935173
0.864253394,0.870437406,0.859728507,0.867873303
0.86877825,0.86877825,0.857315234,0.864856712
0.863650045,0.883861207,0.86214178,0.875113122
0.876319729,0.885671222,0.864555053,0.86877825
0.871794872,0.893815958,0.871794872,0.888386154
0.877828054,0.899245822,0.867269985,0.888386154
0.889894419,0.907692308,0.889894419,0.904977376
0.911613846,0.932730015,0.911010588,0.932428356
0.935746606,0.936953213,0.920965339,0.923076923
0.921568597,0.927300151,0.911613846,0.918853665
0.913122172,0.913122172,0.893815958,0.901357436
0.901960784,0.909803922,0.887481146,0.899547511
0.876319729,0.88627448,0.864253394,0.878431403
0.879034661,0.888386154,0.866666667,0.866666667
0.876923077,0.880543017,0.865158371,0.879939668
0.878733002,0.879939668,0.858823499,0.862443439
0.866666667,0.87239819,0.861236772,0.868174992
0.865158371,0.871493183,0.854600302,0.868476652
0.86907991,0.878431403,0.86530917,0.87239819
0.873604796,0.887782805,0.868506787,0.884766214
0.892609351,0.898944163,0.887631946,0.892307692
0.900452489,0.90346911,0.889441961,0.894720965
0.896832525,0.898039162,0.885369479,0.892609298
0.890799373,0.900452434,0.882352888,0.889894366
0.887782752,0.893815904,0.880844623,0.890196025
0.89532423,0.902865707,0.889894366,0.892609298
0.903469056,0.939366429,0.887933551,0.935444891
0.950226187,0.970739006,0.946907907,0.961387604
0.94600299,0.968476563,0.939969777,0.964705824
0.967420756,0.9761689,0.962292551,0.9761689
0.9761689,0.982352852,0.965007483,0.971342355
0.990346909,1,0.987179367,0.98974356
0.991553514,0.991553514,0.968627481,0.970739065
0.974358944,0.980995475,0.966214148,0.976168959
0.971644012,0.975565611,0.962594268,0.967722534
0.961086003,0.971342413,0.955354449,0.959879336
0.961689261,0.961689261,0.949622926,0.950829563
0.951131252,0.953544525,0.93092009,0.931825008
0.936048296,0.944494691,0.932730015,0.943589774
0.938763228,0.953846184,0.938763228,0.94841632
0.938763228,0.94841632,0.924886878,0.940271493
0.943589774,0.954751131,0.939517345,0.949924585
0.956259457,0.959577647,0.945098039,0.945399698
0.945399698,0.950226244,0.941628959,0.946304706
0.946907964,0.950678703,0.938461569,0.942383107
0.949019578,0.95173451,0.911915535,0.912518854
0.916138793,0.918853665,0.907390649,0.907993967
